comment_text,is_toxic
"wishing the best for you
I know that there is drama going on between you and sports and politics, but i think that maybe this proposal may be helpful to either stop or stifle the drama, because i've seen a plethora of cases similar in nature to this one and they usually end either in a block, topic ban or an indef.  Because i really would not like to see either of you get any of those three on you, my suggestion is that you and sports & politics stay either away from the 2012 olympics article for a short while, or else just stay away from each other.  I don't clame to have any special status, i'm just offering this advice to you two based on what i've seen go on on an/i over the past 5 to 7 years.  i also posted this suggestion on s& p's talk page.  best wishes, 199.101.61.190",0
"I need a title! 

My Dad's writing a western novel that's a boy named Caleb and his horse Grey. They're trying to figure out who shot his uncle but my dad can't think of a title. Do you have an easy way of giving books title's?",0
"A lady is waiting for you  

:File:Jo Stafford Voice of America Colliers 1951.JPG ;-)",0
""" July 2006 (UTC)

The purpose of mentioning the percentage of UCR freshmen requiring remediation is not """"give an indication of the school's QUALITY in relation to other schools,"""" as you say, but to provide a verifiable fact about UC Riverside.  It is relevant, and it is informative.  There's no reason to exclude this valuable statistic.  19:03, 27""",0
"Ok, thanks for your help!",0
routine administration and helping out around the studio.,0
"You put on such a nice show, too bad I'm all but too wise to believe any of it. Also, I'd prefer if you didn't post on my Talk Page, thanks.",0
"""
Your recent edit at Sarahs talk page 
You recently made a comment on Sarah777's talkpage which was quite strong in content. If this comment was not being addressed to Sarah, but to the IP contributor who preceeded you on the page, then it should have been made on the IP's talkpage. You should only address Sarah on Sarah's page. If, OTOH, you were addressing your remarks to sarah then you were way out of line. Either way I think you owe Sarah an apology. I also thing you should revert your edit and place it on the IPs talk page.   

It is quite obvious that i'm addressing it to the IP as Sarah never made a threat. It is hardly way out of line seeing as the IP was making what could be easily regarded as combative threat. Also its a talk page, but if you insist i shall remove the message to their talk page. An apology? I remember the last time i asked you for an apology.  (talk) 

I'm actually thinking of reverting my removal of the message as the IP's address is not static and each time they appear, their IP will be different.  (talk) 
The IPs threat is as hollow as his/her head. I wouldn't pay much attention to it.   
No need to personally attack them with the hollow comment. A threat by an Irishman (republican or loyalist) should never be taken as hollow lol.  (talk) 

I never made a threat , mabuska , so stop crying . GoodDay , my head is far from hollow, I have a static IP ,so how do I do it? please explain and personal remarks are not allowed please apologise .Back to mabuska. Never met a loyalist who is Irish , not once , did you ? """"could be easily regarded as combative threat."""" If I did make a threat you would have no problems reading it , even as like myself english is not your first tongue . Now there are going to be some issues over how I do bussiness on here , I understand that , and I DO NOT apologise for them .Now any questions? This is going to be fun .  — Preceding unsigned comment added by 109.78.243.56   

If you want to be a disruptive, arguementative, combative editor, go ahead. Such editors usually end up being indefinately blocked. Actually the vast majority of broadband IP's are never static as far as i'm as i'm aware, so unless you create an actual account to edit with, you will end up with a different IP every different day or week you appear unless it cycles back to one you've already used.

Anyways who said i was a loyalist? Never said i was and will state quite clearly for you that i am not one. If i was i'd had no shame in declaring that i am.

You show your own lack of knowledge of Irish history anyways. What was James Craig, someone you can call a loyalist, described as at his funeral? As a proud Ulsterman and Irishman. Edward Carson himself was a proud Irishman but can also be easily classified as a loyalist. They always said the Troubles was mostly due to ignorance and prejudice - especially towards history. 

If you really want to make a difference on Wikipedia and be somewhat successful at doing so the best way is to play by Wikipedias rules and not by being disruptive or coming out with childish remarks such as """"stop crying"""" or implying threats.  (talk) 

Never called you a loyalist -where did you get that from I dont makes assumptions , asked you a question , you failed to answer - the men you mention are no longer and by definition you could not meet them Ireland is a sovereign state and that was my point even the loyalist I know are not Irish citizens which is what Irish is defined as , never implied a threat stop crying lol , Wikipedia has to obey wider rules than its own , I have no lack of knowledge , how do editors get block by not going by the rules -I havent broken any nor will I , now if you dont mind I have some work to do , now apologise to me for FALSELY saying I threatened you .""",0
"Italicized a few things 

Lawrlafo,

I just read your new page on Aravind Enrique Adyanthaya. It is highy polished, very professional for a newly-created page! I italicized a number of the written works  I did it all in one edit, so you can undo all of it in one stroke if you wish. Great job, Lawrlafo.",0
"""

Hi , I see that the article in question is one that you have created yourself, good job! However, it contains a number of issues apart from the one that you have just stated(encyclopaedic tone). The page has no real references apart from the club website, so statement like """"This step taken by him was heavily condemned by the Bagan fans"""" seems to be your personal opinion. Here is a grammatical mistake: """"..Bagan confirmed the signing of an well experienced.."""". These are just a couple of examples.

Please correct these issues. If you feel that I have made a mistake, please report it to other editors/admins and I'm sure they will resolve the issue for you.

Cheers!
  """,0
wat up mat can u see this,0
Who cares what it used to be?  This isn't a history lesson we're trying to carry out here. 71.100.31.227,0
"Angela needs to get out of her little box 

Angela is hiding from reality, yeah you know that girl with her picture on her page, and face the music that I am planning on giving her the red card, she has been offensive in every way and since she has the barn star award i am upping it by giving her the dumb idiots award. thanks",1
"""
Only administrators can protect articles. You can request semi protection at WP:RPP. 7 """,0
"""

Mehlman saying """"Southern Strategy""""
Why did you revert my edits compare versions here? I fully explained in the discussion page why I reworded it.  """,0
"""Fowlers Modern English Usage (Oxford), and he affirms that """"majority"""" in this sense MUST have a plural verb.  11:18, 27 Oct 2004 (UTC)

Then, consider that matter settled (guess I'll have to re-check AUE FAQ ;-)). FYI, it's the opposite in SCr  the grammatical subject agrees with the verb rather than logical one. 
 15:07, 27 Oct 2004 (UTC)""",0
"""

Haruka's sexuality

On Michiru's page, it says, for her sexual orientation: Homosexual or bisexual (debatable). However, it was she who was in love with Haruka first (watch episode: """"The Bond of Destiny! The Distant Days Of Uranus"""" for details), and yes, Haruka is in love with Michiru now, but we don't know what her orientation was before she met Michiru. I have edited as such. Sergeant Snopake 12:35, 09/03/06""",0
"""or """"king crowned"""" (enlightend)""",0
and apparently Japan too,0
"""

The information regarding her alias (Joshua Kutler) is from her Facebook profile. Look it up. Many of her friends from Degrassi are listed among her friends, and in their personal photos, there are images of Cassie Steele labeled as """"Joshua Kutler"""".""",0
"leave michael keyo alone. his goat just died, i was just cheering him up. 

is ur school a farming school too?

where are mellon farms? do you live in africa?",0
self-appointed dictator of public opinion,0
"Atlant is a spectactular idiot, superseded only by yourself.",1
"Thank you for your kind response, Jim. Hrafn, do you have a more suitable one? Thanks.   Talk",0
In exactly what way is that a summary?,0
"""

Except that Microsoft has changed the user agent string for its browser significantly recently (as is indeed mentioned on that very page). If """"NT"""" was no longer an actual designation, surely it would have been removed along with those changes?   """,0
"""
""""Unknown veracity""""???  Thanks to all the bickering since I first added the link, I've now watched this file on Liveleak, and on GoreGrish, and on BestGore, and as a Bittorrent, and to two other sites I have in reserve, often seeing third-party media references to these sites, confirming each time that the video is precisely 4:40 long, and checking that the detail of the mock execution was the same as the others.  As with our conversation here earlier, I think you are saying something that you don't believe.   """,0
Thanks for the help - that's excellent ),0
"There was a guy, a white supremist arrested a few years back, who confessed to the killing of two black kids using a hunting rifle back in the mid 80's.

He confessed to his cellmate while in jail for something else.

I really wish I remembered who he was, especially since it was so big.

Also, I think it would be helpful to add that information to give my old neighborhood a bit more personality.
- 16:58, 4 Aug 2004 (UTC)",0
"Made page more detailed
I categorized the games by year, fixed some slightly incorrect titles, added a game or two, and added wiki links.",0
"Aren't you the one with a political agenda, with all the nonsense remarks about each politician?",0
"""

 Urgent request. 

I have determined that you are a reasonable person and would like for you to help we with a problem I am having with another admin. Please see my talk page.  (speak) """,0
", 28 November 2013 (UTC)
 Please stop Edit Warring. It should be quite clear by now the majority are against this change. You only have one supporter.   07:03",0
"""

 Removing """"unsourced"""" template, after fixing some source links.   """,0
I just started a discussion on WT:FOOTY. –,0
"""
Yes, I understand. Consider the leader as work in progress. By the time I post this it already has taken a new shape. With the little more continued effort I am sure it will be up for strictest of standards. It at least should be better than before already. (talk • contribs) """,0
"Hope you're doing well 

Hey, I hope you're doing well.  Thanks for the next round of admin coaching, and I hope you had a happy Easter.  Also, I saw your FA on the main page a few days back, so congrats on that.",0
"This article is currently not balanced. It provides only a cursory summary of the official report, and then an excessively long section on the disputed account. This gives the (incorrect) impression that the official account is inadequate or wrong.  
Ultimately, there is one fact that is not disputed - Captain Asseline flew the aircraft into a stall. This is a very bad thing for a pilot to do at any time, and a cardinal sin when done 30 ft above the ground. The evidence is clear – the plane was at alphamax (high angle of attack), at very low airspeed, and with engine set to idle. Asseline has nobody else to blame for putting the plane into such a dangerous configuration, he was in command. All the other distracting issues, eg. precise altitude, wearing a headset, engine lag in responding to throttle-up command, etc etc, are little more than red herrings because none of them excuse the fact that the plane stalled due to pilot error.
There is a lot of evidence in the official report (I haven’t been able to find a version translated into  English), it’s pretty clear what actually happened. Oh, and reference 3 is a bit dubious; full of wacky conspiracy theories with no evidence to back them up. I propose that the article needs a major overhaul, trimming a lot out of the disputed account and providing more information from the official report.",0
"Tannin, it's not a question of resolution so much as the width of a line of text; text is easier to read at ten words per line or less. Resize your browser to see (but wikipedia's layout doesn't allow less than about 15)    13:10 Feb 24, 2003 (UTC)",0
"File:January 1947 Speedy Weeny Magazine Article.jpg listed for deletion 
A file that you uploaded or altered, File:January 1947 Speedy Weeny Magazine Article.jpg, has been listed at Wikipedia:Files for deletion. Please see the discussion to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. Thank you.",0
"""

 Here's a Falafel for you you fat piece of shit. 

  HURRICANEFAN25! Y U NO LET ME VANDALIZE!? PLEASE STOP OR I WILL BE FORCE TO MUSHROOM STAMP YOU WITH A FUCKING GOAT HORN! The Game.   """,1
"Two things. When I look at the article, I in fact do see one side to the Democratic Party Phrase, which is the negative. I agree that the article should support the positive and the negative of the Democratic Party Phrase. 
Although it is well researched and well cited, I only see one view. I don't see it as being neutral. Unless im not seeing something.",0
"It's a prick in real life too, azzo — a disgusting, disrespectful oaf. Don't worry; its sasquatchness will be reeled in. Learn it. Know it. Live it. Abuse of admin powers (e.g., article editing domination via threat, capricious blocks for personal reasons) naturally leads to abuse of user powers. There will be no RfC here, since it decided long ago to operate outside the system. Keep trying to dominate Wikipedia with your admin button, Kitschbam0. You will work with others respectfully or get blumffled.

See ya soon, azzo. Get back there and give your fellow morons heartburn.",0
"how pretty! 

Love your userpage and signature! Very pretty indeed!",0
can't seem to be bothered with actual fact.,0
"""Revisiting neutrality on the Clinton entry==
I edited some content about the Richard Mellon Scape adversarial relationship with Clinton that dogged his career for 8 years and even after he left office. Many of the controversies raised during Clinton's term were a DIRECT result of the Scape Arkansas Project and to see any reference to Richard Mellon Scape's part in Clinton's troubles just """"disappear"""" seems like a very """"right-wing-view"""" sanitization of the Wikipedia. 
As the, arguably, most important adversary of Clinton for a lengthy portion of Clinton's political career, to obliterate any mention of this relationship comes close to censorship.
R.M. Scape is one of two very large and looming forces at work in American politics in the early 21st century, the other being George Soros on the left. Their fingerprints, from behind the curtain, certainly draw analogies to the Wizard(s) of Oz.
Please note that I did not vote for Clinton either time, being somewhat more conservative, but I have noticed an apparent right shifted bias developing in areas that touch upon politically related items in the Wikipedia lately - and """"it ain't good"""" as they say. 

This slow erosion of complete disclosure concerning what is stylized as """"right wing leaning"""" viewpoints and the retention of those things which critisize """"left wing leaning"""" viewpoints is subtle but steady - not just here, but across many places on the Wikipedia. While they make me smile sometimes, my inclination toward keeping Wikipedia neutral reins in my mirth.

I would encourage the group to rethink the neutrality of Wikipedia & work very hard to balance the influences on both sides to prevent any more of this """"shading"""" of the Wikipedia.

I know it is very hard to remain absolutely objective but it is imperative that we do so in order to remain a respected source. To remain COMPLETELY factual without opinionated bias, it seems to me Wikipedia should error on the side of INclusion rather than EXclusion.

IdioT.SavanT.i4 06:51 CDST 11 August 2006

==""",0
"""
Yes, you've found the right users. I'm not sure what you actually want from me that you don't have - the archived discussion has all the information needed, I think.  — .lifeguard | @en.wb """,0
"""
Apologies for the delay in coming back to your observation, . Yes, I agree that this is a point in need of better clarification throughout all of the articles surrounding Rus' and states that latter emerged out of the rubble of the Mongol invasion. With Kievan Rus', the decision was not to show any successor states simply because such contiguity didn't exist. Once a kingdom in razed, it's finished. What remained was some princedoms/provinces who managed to survive in some shape, later opportunistically fighting each other for the land and spoils of war. I know I'm preaching to the converted, so I'll stop there.

Trying to make such changes in a single swoop is only going to start up edit wars with nationalists (I know you've been stuck in the middle of the worst of it), so I'm just trying the """"a little at a time"""" approach as an alternative on articles. It's a long term project. Retaining the stamina to keep improving just demands patience.   """,0
"""

 Bombing 

Eric Rudolph is a """"self-appointed"""" terrorist? I've never heard that term before. Are most terrorists appointed by others? Is the intent to say that he was acting alone?  """,0
"Thank you from User:Nelsondenis248 

Thank you for posting the guidelines, and getting me started again. Here's to good editing.",0
"""

 Couldn't see any reason why not 

Wikipedia:Featured article candidates/Californication (album).  """,0
"Sorry for misbehaviour and ruining your user page and talk page 

Respected Krimuk Sir, Sorry for the misbehaviour and for ruining your user page and talk page. I want to request you that please add sources to Anupam Kher's article on Wikipedia and also want you to reply me back and forgive me from: .",0
Sam! Don't encourage them!,0
"""

I never said they would be expelled.  I said they do not meet the eligibility requirements to be a Scout.  The only way an avowed homosexual can both understand and agree to live by the Scout Oath and Law is to lie.  Of course, he is also violating his promise to be Trustworthy in the process. He does not meet the eligibility requirements to be a Scout.  He intentionally violates the Scout Oath and Law, and he intents to continue violating the Scout Oath and Law.  But he could join and remain in Scouting nonetheless, by telling lies.  I imagine, at any given time, there are thousands of Scouts who are regularly violating the Scout Oath and Law, who intend to continue doing so, and still remain in Scouts.  But that doesn't change the fact the Scout Oath is what it is, that BSA believes that homosexual behavior violates the Scout Oath, and that these Scouts are not qualified to be Scouts.

""""the First Amendment simply does not require that every member of a group agree on every issue in order for the group's policy to be 'expressive association'."""" """"the courts may not interfere on the ground that they view a particular expression as unwise or irrational"""" and """"beliefs need not be acceptable, logical, consistent, or comprehensible to others to merit First Amendment protection""""

The fact that many Scouts disagree with BSA beliefs, ignore BSA beliefs, disobey BSA beliefs, or that anyone finds BSA beliefs to be inconsistent, irrational, or unwise, does not take away BSA's right to assert and hold their beliefs.(  )""",0
I erased the commas,0
"Dear 24, welcome to Wikipedia! We appreiate contributions, but to write nonsense and test editing i suggest the use of Wikipedia:Sandbox. Cheers,  18:20, 7 Dec 2003 (UTC)",0
"Guten tag!
So I have just finished telling two other users that I have completed the promise I gave you and him, so now we can be friends again! It had to do with my past unintentional disruptive but nevertheless harmful tendencies a few months back, which I fixed. Right?   .",0
"""

 At Wikipedia:WikiProject Albums‎ you made four reverts within one hour: , , .  (talk|contribs)  """,0
"""
I think it may well be a list-class article, but I don't think it needs the word """"list"""" in the title as this is the main article about Fractional currency.  The only other option would be to fork off the list of currency and have the existing article as a standalone (possible GA) to take into account the first few sections.    """,0
"""
I don't even mention the manuals. Why bring up that point? The manuals are talked about later in the article. Since WW2 is supported by the source. It says: """"Since its founding in 1946, the SOAnow located at Fort Benning in Georgia and renamed the Western Hemisphere Institute for Security Cooperationhas trained more than 60,000 Latin American soldiers in commando and psychological warfare, counterinsurgency techniques..."""" """,0
I'm sorry but this barely deserves its own article. Any thoughts?,0
Can I whsssssssssssssssssssssssssssper it in your ear ?  209.68.5.177,0
"Yes. I confess to failing to find the discussion or even proposal of the move as suggested in WP:MOVE. What merits were argued, for retaining the (quite unnecessary) parentheses? Anyway, yes, Radio receiver is also my preference.",0
"""
This argument is pointless...IF someone creates a """"WEXP"""" page for the vermont station then the page """"WEXP"""" will just become a page that directs to either """"WEXP (La Salle)"""" or """"WEXP (Vermont)""""...or titles of that nature.  Theres also a WEXP television station at De La Salle High School as well.   """,0
I am quoting myself in terms of Wikipedia policy.,0
"Youre really pushing my buttons Wayne Dawson, really pushing it. You can do what ever the hell you like for all I care as Wikipedia is wayyyy at the bottom of my list and means NOTHING to me, I can easily make a new account which you will never know about anyway so it doesnt bother me. You say you want nothing to do with me yet you continue to make a fuss and create new discussions? I cant belive how worked up and excited you get when some issues occur on this website, you launch full on investigations and take it all so serious. Get a like you pathetic looser.",1
"History needs updating
The History section needs more information. Help if you can.",0
"""
Sry for my absence everyone - I'll include the proposed image. If the Chetniks marching image is pd I'll update the collage.  (TALK) """,0
"""::The NY Slimes a """"reliable source""""?!  Come on, give us all a break, will ya? 67.170.215.166  

""",0
"""

 Editing problems Steer Wrestling 

Montanabw is making sweeping, unsourced statements - statements that he/she is presenting as """"facts that everyone knows, and thus need no sourcing"""". Mbw's profile page indicates he/she is a horse person living in Montana. I think Mbw's is approaching the subject with a proprietary bias and simply does not want a researched, documented """"Animal Abuse in Rodeo"""" controversy presented. Mbw is minimizing my contributions while maximizing his/hers. Mbw is very slightly altering my contributions to reflect a """"this is an animal nut"""" statement sort of thing. In one contribution I named a veterinarian with work in rodeo and included her credentials and her professional observations. Mbw reduced the contribution to """"a spokesman for an animal rights group."""" So how come you are supporting someone who is actually damaging the article, and coming down hard on someone who is trying to improve and cover all the bases in the discussion? You should be telling Mbw the same thing you are telling me  if you don't want your material to be heavily edited then don't contribute. Mbw is minimizing the Animal Abuse Controversy (which is a valid point in the article and has its own little section within the article) in order to sell her pro-rodeo agenda  claims of being neutral and balanced notwithstanding. IMO, Mbw should be balancing my points with his/her own researched and documented points. Not """"editing"""" mine to reflect his/her point. Leave mine alone, mine are researched, documented, and neutral.   """,0
"""

@N-HHIts all about what a man can or can not do, N-HH. You can accept that this article is about a historical military-administered territory officially named """"Territory of the Military Commander in Serbia"""", or you can not. Me, I can ignore your PA comments, but I can't agree that the title should be changed to any phrase that doesn't refer in some way to this said territory, which is the subject of the article. Savvy?
As for your grammar concerns, you should probably make it clear which classes of words you consider too irrelevant to enter our considerations. Though I certainly hope you are clear on the difference between the words """"of"""" and """"in"""", and how they may alter the sentence. As in """"I was sick of this one year ago"""", and """"I was sick in this one year ago"""". 

@FkpCascais. Oh please, Fkp. Its me. The """"I'm insulted he hinted I'm a nationalist"""" thing is so old it """"has a beard"""" as we say 'round these parts. I know you so long I can produce a half-dozen diffs at any time to show an editing pattern as the one I hinted at. And no, this isn't a """"fake Serbia"""" like the NDH was a fake Croatia, it was a military occupation zone """"in Serbia"""", the """"Serbia"""" referred to there is just a geographic qualification indicating where this entity is located in. You need to clear from your head all that """"Nedićeva Srbija"""" nonsense that they teach us in grade school. The Serbian article actually has a flag and coat of arms under an infobox title that says """"Serbia"""", and you just called this a """"country"""". I'll say it again: this is an occupation zone created by Hitler, where his army picked some willing stooges to run the police and collect taxes/steal food. Hitler hated Serbs with a passion and didn't give them anything even closely resembling a country. It takes a special kind of crazy to go around fighting for recognition screaming """"hey, don't you go denigrating Serbia! we were just as much Nazi puppets as you were!"""". Yet that is exactly what I've been reading here for years on end. So forgive me if I'm a little sick of it.

@Peacemaker, I challenge your assertion that there is no WP:COMMONNAME for this territory, and claim 'Military Administration in Serbia' is a name used on a wide-enough basis to qualify as such.   (talk) """,0
"...AND ALSO DO NOT DELETE MY COMMENT, this is a democracy and i am expressin my views! you just dont want to hear anything against ISRAEL, reminds me about the same kind of democrasy in ISRAEL. AND YOU ARE NOT ALLOWED TO DLETE MY COMMENT",0
Donald Swann and Michael Flanders were at school and university together.,0
"15:53, 16 october 2006 (UTC)",0
"""

Award
  The Portugese Barnstar of Diligence Eden Tate, for your tireless and courteous acts against the racist marginalization of Nelly Furtado's article, I hereby award you this Portugese Barnstar of Diligence. Wear it with pride.  """,0
did you even read my post? THAT IS NOT A NAME OF CHARLES UNIVERSITY IN PRAGUE! How hard is it to comprehend? 65.35.249.125,0
"(UTC)

Characters

The cast list needs a serious reform, perhaps, as mentioned above, categorise the characters into families and branch off from there. Also, there are numerous new actors that have been introduced into the show, so they need a mention and an update.  19:00, 21 December 2011",0
"I am not over arsed, I just don't think his middle name is so significant that it needs a specific reference. I have written article on other WBA players Davy Walsh and Jack Reynolds if you are interested in checking them out.",0
who do not look black either have been miscegenated over the millennia or Arab.  (Duh.),0
"you will block me you filthy coward who thinks wikipedia is britannica encyclopaedia

in 4 months this site will be banned by US GOVT itself and you will ban me, i will fuck your mom extremely hard.122.161.78.118",1
"Irishpunktoms disruptions

I urge everyone to look out for this article.  has apparently descided to attack it to prove some kind of point, and is making absurd nonsens-edits such as the following: . Hopefully there will be enough descent editors around here, so that we can aviod the damage that his WP:Point attack is causing to the quality of this article.",0
"""Please explain how I violated my topic ban. Also, how it is a personal attack to suggest that an editor has represented sources dishonestly. And, how I can know """"dishonest"""" is blockable when I am subjected to the same term, and nobody is blocked.   

""",0
Perhaps Wikipedia:Wikiquette alerts would be useful to try and try some dialogue out?,0
"""
{| style=""""background-color:#F5FFFA; padding:0;"""" cellpadding=""""0""""
|style=""""border:1px solid #084080; background-color:#F5FFFA; vertical-align:top; color:#000000;""""|
 Hello, ! Welcome to Wikipedia! Thank you for your contributions to this free encyclopedia. If you decide that you need help, check out Getting Help below, ask me on , or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your username and the date. Finally, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement. Happy editing!   
{| width=""""100%"""" style=""""background-color:#F5FFFA;""""
|style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
 Getting started A tutorial • Our five pillars • Getting mentored
 How to: edit a page • upload and use images Getting help Frequently asked questions • Tips
 Where to ask questions or make comments
 Request administrator attention Policies and guidelines Neutral point of view • No original research 
 Verifiability • Reliable sources • Citing sources
 What Wikipedia is not • Biographies of living persons

 Manual of Style • Three-revert rule • Sock puppetry
 Copyrights • Policy for non-free content • Image use policy
 External links • Spam • Vandalism
 Deletion policy • Conflict of interest • Notability
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""0"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA""""
! The community
|-
|style=""""color:#000""""|
 Build consensus • Resolve disputes
 Assume good faith • Civility • Etiquette
 No personal attacks • No legal threatsNEWL",0
"No need of send it by e-mail. As it is now it's OK, as it's exactly standard for Italian communes and regarding Wikipedia policies.",0
"GA review

GA review (see here for criteria)

It is reasonably well written.
a (prose):  b (MoS): 
 
It is factually accurate and verifiable.
a (references):  b (citations to reliable sources):  c (OR): 
 
It is broad in its coverage.
a (major aspects):  b (focused): 
 
It follows the neutral point of view policy.
Fair representation without bias: 
 
It is stable.
No edit wars etc.: 
 
It is illustrated by images, where possible and appropriate.
a (images are tagged and non-free images have fair use rationales):  b (appropriate use with suitable captions): 
 
Overall: 
Pass/Fail: 
 

I am failing this article because it has two major issues: referencing and image use. You need references for the comic's censorship, especially, since that is a potentially controversial claim, but also throughout the history section. On image use, we have one free image, which is great, but we also have one non-free image with no rationale, and neither image is being used informatively within the article. Since fixing these issues will require searching out additional sources (usually time-consuming) and possibly substantial rearrangement of the article format, I'm going with a fail rather than a hold. Feel free to resubmit the page once it's been updated.  talk",0
on which I have voted but I might change my mind at any rate in terms of the Simple WikiPedia where there are lots of spam issues.,0
"AndyTheGrump doesn't like the Daily Mail because he is a communist, of the worst Pol Pot variety. That's why he is lying about it's popularity. 94.116.40.108",0
"99 out of 100 articles tagged within moments of creation would have been speedy delete candidates an hour later. It is that 100th article and its creator that not tagging hastily addresses most importantly. It also has a drama-reducing secondary effect even for some of the 99 because some, who would not have said anything when their non-notable subject is deleted when it can be assessed, will squawk if it's deleted before that assessment could have been made. In either case, we don't know what people will write until they write it. We do get valid COI vanity articles. Yes, they are rare, but the point is that there's no benefit in tagging empty articles moments after creation and many reasons not to do so which has been discussed many times at WT:CSD, memorialized in footnotes at the criteria, and is highlighted in a few ways at the top of newpages.",0
How about you shut up then!!!,1
REDIRECT Talk:Impact Pro Wrestling,0
Its my first article about a novel or a book of any kind for that matter.,0
"Please refrain from adding nonsense to Wikipedia, as you did to Science. It is considered vandalism. If you would like to experiment, use the sandbox.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.",0
Where do you suggest?,0
"I'm not the person who modified that page, but I'd like to note that this IP address is essentially a proxy used by several thousand employees and many visitors via the free WiFi. While we can't bypass the proxy, perhaps you could consider blocking non-logged-in users from this IP address? Thanks and have a wonderful day. 12.186.80.1",0
"another pic 

Someone who is good at capturing pics should include the map on this page: [].  Do it soon, since the EQs start expiring off the map after 7 days. 68.73.94.131",0
REDIRECT Talk:I'm a Celebrity...Get Me Out of Here! (UK series 9),0
"""

My reasoning was the sidebar on the RHS of the page: this is one of 20 or more pages on """"bowling styles"""". I don't think any other """"bowling style"""" page discusses a specific incident (e.g. Bodyline is not on the bouncer page). Also, someone specifically looking up the 1981 incident is confronted with (for them) irrelevant stuff on the history of underarm bowling. Also my observation is """"multi-pronged"""" Wikipedia articles tend to expand such that a split becomes necessary sooner or later - even hough, as you say, the article isn't too long yet. Having said all that, if people don't agree with me then so be it.  """,0
"August 2008 (UTC)

well, Japanese. just give it up. everyone know your short and ungramatical hangul is a cleary you are non-native korean.  13:39, 28",0
"""
First off, your claims as to the type of image are debatable since it was clipped from the new trailer, but what would you recommend for this """"wallpaper""""? Second, isn't the rationale obvious? ; Talk to the Ace. See what I've edited. """,0
"Waste dumping
New user  has twice removed material from the Waste dumping section. To prevent this new editor getting blocked, I've semi-protected the article for six hours in order to force discussion here. Autobeat, I suggest that you raise any objections to material in the waste dumping section here for discussion.",0
"No, sorry, I live in Poland and don't read books in English, especially little known ones. How could I have got to know them? If I saw them in a book store, I would buy translated ones. Piotr Nizynski",0
"PLEASE, UNBLOCK ME, I WILL BE GOOD FROM NOW ON! D PLEASE, I ALLREADY AM THINKING OF SOME GOOD PAGES I COULD MAKE (FREAK OUT: EXTREME FREERIDE ETC...)",0
I'm sorry that you feel this way.,0
"MSU Interview 

Dear Jimfbleak,

My name is Jonathan Obar user:Jaobar, I'm a professor in the College of Communication Arts and Sciences at Michigan State University and a Teaching Fellow with the Wikimedia Foundation's Education Program. This semester I've been running a little experiment at MSU, a class where we teach students about becoming Wikipedia administrators. Not a lot is known about your community,  and our students (who are fascinated by wiki-culture by the way!) want to learn how you do what you do, and why you do it. A while back I proposed this idea (the class) to the community HERE, where it was met mainly with positive feedback. Anyhow, I'd like my students to speak with a few administrators to get a sense of admin experiences, training, motivations, likes, dislikes, etc. We were wondering if you'd be interested in speaking with one of our students.

So a few things about the interviews:
 Interviews will last between 15 and 30 minutes.
 Interviews can be conducted over skype (preferred), IRC or email. (You choose the form of communication based upon your comfort level, time, etc.)
 All interviews will be completely anonymous, meaning that you (real name and/or pseudonym) will never be identified in any of our materials, unless you give the interviewer permission to do so.
 All interviews will be completely voluntary. You are under no obligation to say yes to an interview, and can say no and stop or leave the interview at any time.
 The entire interview process is being overseen by MSU's institutional review board (ethics review). This means that all questions have been approved by the university and all students have been trained how to conduct interviews ethically and properly.

Bottom line is that we really need your help, and would really appreciate the opportunity to speak with you. If interested, please send me an email at obar@msu.edu (to maintain anonymity) and I will add your name to my offline contact list. If you feel comfortable doing so, you can post your name  instead.

If you have questions or concerns at any time, feel free to email me at obar@msu.edu. I will be more than happy to speak with you.

Thanks in advance for your help. We have a lot to learn from you.

Sincerely,

Jonathan Obar",0
You are connecting dots. The referenced StatsCan article simply makes mention of French. 70.54.134.84,0
"""
Now if there were a page on their website that (1) had detailed information about lymphoma on it AND (2) that information was not included in this article AND (3) that information was of interest to the """"general reader"""" (as opposed to primarily patients or physicians) AND (4) that information was different from what the other links provided, then that specific page could probably be justified under Wikipedia's complicated anti-spam guidelines.     """,0
"I'm feeling  on a lot of things, but for just consistency's sake, I vote for Chinese yuan. It's unlikely if not inconceivable that someone would link to Chinese yuan if they meant the dynasty, and as soon as you start reading the article you gonna know what it's about.
P.S. It also appears that the phrase Chinese yuan is not unheard-of, if only for - aha! - consistency, and to make it clear what country's currency it is. On the flipside, though, I will say, what're the odds someone'll link to Yuan when they meant to link to Yuan dynasty? Wiki Wikardo",0
"Cheers for the comments, I'll read them over and build on what you've said here.",0
I'll do my best to basically ignore the troll. I appreciate that sometime RL takes precedent. I have some major stuff - good stuff to deal with too. Thanks Tyrenius.,0
